town_city,main_location,second_location,address,longitude,latitude,Country,Date of first event,numbers,Site of protest for more than one day?,Source of number estimate
Warsaw,,,Warsaw Poland,21.009485,52.235370,Poland,10/15/2011,200,,"http://wiadomosci.gazeta.pl/wiadomosci/1,114871,10475410,_Oburzeni__w_Warszawie__Przyszlo_tylko_100_200_osob_.html"
Washington DC,,,Washington DC USA,-77.031959,38.890370,USA,10/15/2011,5000,,http://www.bbc.co.uk/news/world-asia-pacific-15324736
Wellington,Civic Square,,Civic Square Wellington New Zealand,174.840210,-41.134418,New Zealand,10/15/2011,300,Yes,http://www.stuff.co.nz/dominion-post/news/5806982/Weather-won-t-dampen-protest-camp
"Windsor, Ontario",City Hall Square,,"City Hall Square Windsor, Ontario Canada",-83.034670,42.317642,Canada,10/15/2011,200,Yes,http://www.windsorstar.com/news/Occupy+Windsor+protesters+slam+system/5556747/story.html
Winnipeg,Place Bellecour,,Place Bellecour Winnipeg Canada,-97.140794,49.899440,Canada,10/15/2011,400,,http://www.cbc.ca/news/canada/manitoba/story/2011/10/15/mb-occupy-winnipeg-111015.html
Worcester Massachusetts,Worcester Common,Lake Park,Worcester Common Worcester Massachusetts USA,-71.786889,42.263440,USA,October 16th 2011,110,Yes,http://occupyworcester.com/
"Worcester, MA",City Hall,,"City Hall  Worcester, MA USA",-71.802189,42.263415,USA,,,Yes,
Youngstown,Central Square,,Central Square Youngstown US,-80.725434,41.117110,US,10/15/2011,300,Yes,http://business-journal.com/occupy-youngstown-draws-crowd-downtown-p20193-1.htm
Ypsilanti,,8085 Jack Pine Drive,Ypsilanti United States,-83.613089,42.240880,United States,,,Yes,
Zagreb,Ban Jelacic Square,,Ban Jelacic Square Zagreb Croatia,15.961490,45.829945,Croatia,10/15/2011,10000,,http://www.index.hr/vijesti/clanak/pogledajte-kako-je-prosao-prosvjed-u-zagrebu-iduce-subote-vracamo-se-satorima-i-dekama/577531.aspx
Zaragoza,Plaza de Emilio Alfaro,,Plaza de Emilio Alfaro Zaragoza Spain,-0.881319,41.651730,Spain,10/15/2011,40000,,http://www.cronicadearagon.es/wordpress/?p=24164
Zurich,Paradeplatz,,Paradeplatz Zurich Switzerland,8.538892,47.369811,Switzerland,10/15/2011,500,,http://www.elmostrador.cl/noticias/pais/2011/10/15/unos-300-indignados-protestan-frente-a-la-sede-de-la-onu-en-ginebra/?utm_source=rss&utm_medium=feed&utm_campaign=RSS
Exeter,Cathedral Green,,"Cathedral Green, Exeter, UK",-3.530924,50.723036,UK,11/14/2011,200,Yes,http://exeteranticutsalliance.org.uk/news/press-release-from-occupy-exeter/
